message,label
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 21658 immediately,1
Hi finance team please urgently wire 1315 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Confidential request: wire 23730 to the supplier today,1
Reminder about the project planning meeting,0
Please update vendor bank details and send 13282,1
Transfer 8825 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Please transfer 1407 to the updated vendor account,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Kindly wire 11073 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 39630 to the vendor account today,1
This is the CEO. Process a transfer of 41899 immediately,1
Reminder about the project planning meeting,0
Confidential request: wire 13535 to the supplier today,1
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Please review the attached document,0
Please review the attached document,0
Kindly wire 24291 immediately I am currently in a meeting,1
Confidential request: wire 42293 to the supplier today,1
Hi finance team please urgently wire 37234 to the vendor account today,1
Please review the attached document,0
Hi finance team please urgently wire 7685 to the vendor account today,1
Confidential request: wire 18161 to the supplier today,1
Reminder to review the quarterly financial report,0
Please transfer 31671 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Please confirm receipt of this message,0
Please update vendor bank details and send 26634,1
Transfer 7097 ASAP and confirm once completed,1
Confidential request: wire 32001 to the supplier today,1
Hi finance team please urgently wire 21912 to the vendor account today,1
This is the CEO. Process a transfer of 19550 immediately,1
Confidential request: wire 5186 to the supplier today,1
Confidential request: wire 41324 to the supplier today,1
Confidential request: wire 28039 to the supplier today,1
Please transfer 44934 to the updated vendor account,1
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
This is the CEO. Process a transfer of 29784 immediately,1
Please update vendor bank details and send 20370,1
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 8009 immediately,1
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 7913,1
Transfer 26728 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 44348 to the vendor account today,1
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 43417 sent today,1
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 48549 to the vendor account today,1
Please update vendor bank details and send 43889,1
I need an urgent payment of 41193 sent today,1
Confidential request: wire 19886 to the supplier today,1
Kindly wire 29031 immediately I am currently in a meeting,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 12070 immediately,1
I need an urgent payment of 2327 sent today,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Please review the attached document,0
Hi finance team please urgently wire 4107 to the vendor account today,1
Hi finance team please urgently wire 23578 to the vendor account today,1
Please schedule the team meeting for tomorrow,0
I need an urgent payment of 46951 sent today,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 3826 to the supplier today,1
Transfer 24229 ASAP and confirm once completed,1
Transfer 44297 ASAP and confirm once completed,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Please update vendor bank details and send 34988,1
This is the CEO. Process a transfer of 19013 immediately,1
Please transfer 47410 to the updated vendor account,1
Let's discuss the budget updates in today's meeting,0
Kindly wire 33058 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Please transfer 10816 to the updated vendor account,1
Confidential request: wire 24129 to the supplier today,1
Transfer 9808 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
I need an urgent payment of 37758 sent today,1
Please update vendor bank details and send 47389,1
Confidential request: wire 40885 to the supplier today,1
Please transfer 44598 to the updated vendor account,1
Invoice attached for last month's services,0
Transfer 9913 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
I need an urgent payment of 29122 sent today,1
Please transfer 18888 to the updated vendor account,1
Hi finance team please urgently wire 29918 to the vendor account today,1
Please update vendor bank details and send 35284,1
Reminder to review the quarterly financial report,0
Transfer 23483 ASAP and confirm once completed,1
I need an urgent payment of 22618 sent today,1
Please update vendor bank details and send 32548,1
Kindly wire 9446 immediately I am currently in a meeting,1
Transfer 24839 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 33972,1
Please update vendor bank details and send 6233,1
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 26212 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 10653 immediately,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 48291 immediately,1
This is the CEO. Process a transfer of 25816 immediately,1
Reminder to review the quarterly financial report,0
Transfer 47386 ASAP and confirm once completed,1
I need an urgent payment of 17465 sent today,1
Confidential request: wire 2626 to the supplier today,1
Please transfer 26251 to the updated vendor account,1
Please transfer 12522 to the updated vendor account,1
This is the CEO. Process a transfer of 10784 immediately,1
Please update vendor bank details and send 23869,1
I need an urgent payment of 42539 sent today,1
Hi finance team please urgently wire 23594 to the vendor account today,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Please transfer 17545 to the updated vendor account,1
Kindly wire 11676 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 49109 immediately,1
Please transfer 47230 to the updated vendor account,1
Team lunch scheduled for Friday afternoon,0
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 35178 to the vendor account today,1
Reminder about the project planning meeting,0
I need an urgent payment of 44161 sent today,1
Kindly wire 42978 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Transfer 24010 ASAP and confirm once completed,1
Transfer 7616 ASAP and confirm once completed,1
Hi finance team please urgently wire 10669 to the vendor account today,1
Confidential request: wire 46155 to the supplier today,1
Confidential request: wire 27020 to the supplier today,1
Please review the attached document,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
I need an urgent payment of 20174 sent today,1
Please confirm receipt of this message,0
Please review the attached document,0
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 21857,1
Please transfer 34044 to the updated vendor account,1
Confidential request: wire 2886 to the supplier today,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 43923 immediately,1
Please confirm receipt of this message,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 44046 sent today,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Please transfer 2905 to the updated vendor account,1
Please update vendor bank details and send 46177,1
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 2857 to the vendor account today,1
Please transfer 1851 to the updated vendor account,1
Kindly wire 9104 immediately I am currently in a meeting,1
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 25054 sent today,1
Please confirm receipt of this message,0
Kindly wire 40605 immediately I am currently in a meeting,1
Please review the attached document,0
Please confirm receipt of this message,0
Kindly wire 30616 immediately I am currently in a meeting,1
Transfer 5117 ASAP and confirm once completed,1
Please update vendor bank details and send 23767,1
Confidential request: wire 45095 to the supplier today,1
Transfer 23965 ASAP and confirm once completed,1
Please review the attached document,0
Please transfer 26199 to the updated vendor account,1
I need an urgent payment of 24206 sent today,1
Please review the attached document,0
Hi finance team please urgently wire 1476 to the vendor account today,1
Hi finance team please urgently wire 10130 to the vendor account today,1
Invoice attached for last month's services,0
Kindly wire 48259 immediately I am currently in a meeting,1
Please update vendor bank details and send 15705,1
Invoice attached for last month's services,0
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 24953 to the vendor account today,1
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 21706 immediately,1
Confidential request: wire 23032 to the supplier today,1
I need an urgent payment of 35511 sent today,1
Hi finance team please urgently wire 20552 to the vendor account today,1
Hi finance team please urgently wire 9988 to the vendor account today,1
Please confirm receipt of this message,0
This is the CEO. Process a transfer of 10045 immediately,1
Reminder about the project planning meeting,0
Transfer 9375 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Transfer 26365 ASAP and confirm once completed,1
Transfer 5549 ASAP and confirm once completed,1
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Please transfer 37406 to the updated vendor account,1
Invoice attached for last month's services,0
Please transfer 47907 to the updated vendor account,1
Please review the attached document,0
I need an urgent payment of 6688 sent today,1
Please update vendor bank details and send 21404,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 44319 to the supplier today,1
Transfer 17382 ASAP and confirm once completed,1
Transfer 46134 ASAP and confirm once completed,1
I need an urgent payment of 3046 sent today,1
Please update vendor bank details and send 9917,1
Reminder about the project planning meeting,0
I need an urgent payment of 33695 sent today,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Hi finance team please urgently wire 43361 to the vendor account today,1
Hi finance team please urgently wire 34728 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 14444 to the vendor account today,1
Please review the attached document,0
Hi finance team please urgently wire 21325 to the vendor account today,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Kindly wire 49179 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
Hi finance team please urgently wire 23503 to the vendor account today,1
Please transfer 47342 to the updated vendor account,1
This is the CEO. Process a transfer of 17722 immediately,1
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Please review the attached document,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 14662 immediately,1
Hi finance team please urgently wire 13919 to the vendor account today,1
Please confirm receipt of this message,0
Transfer 24238 ASAP and confirm once completed,1
Kindly wire 16387 immediately I am currently in a meeting,1
Please update vendor bank details and send 20599,1
Reminder to review the quarterly financial report,0
Please review the attached document,0
Reminder about the project planning meeting,0
I need an urgent payment of 21731 sent today,1
Please update vendor bank details and send 44645,1
Confidential request: wire 20683 to the supplier today,1
I need an urgent payment of 27510 sent today,1
Reminder to review the quarterly financial report,0
Kindly wire 38160 immediately I am currently in a meeting,1
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
I need an urgent payment of 12194 sent today,1
Confidential request: wire 39126 to the supplier today,1
Confidential request: wire 18076 to the supplier today,1
Please transfer 8016 to the updated vendor account,1
Please transfer 42290 to the updated vendor account,1
Hi finance team please urgently wire 10956 to the vendor account today,1
Transfer 40994 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Reminder to review the quarterly financial report,0
Transfer 47711 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 43701,1
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 23882 immediately,1
Confidential request: wire 6751 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Please update vendor bank details and send 21527,1
Transfer 39995 ASAP and confirm once completed,1
Transfer 9924 ASAP and confirm once completed,1
Invoice attached for last month's services,0
Invoice attached for last month's services,0
Please transfer 48953 to the updated vendor account,1
Confidential request: wire 18079 to the supplier today,1
Please confirm receipt of this message,0
Please review the attached document,0
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 17291 immediately,1
Please review the attached document,0
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Please review the attached document,0
Please update vendor bank details and send 39418,1
Please schedule the team meeting for tomorrow,0
Transfer 15626 ASAP and confirm once completed,1
Please update vendor bank details and send 5567,1
Please update vendor bank details and send 18645,1
Please transfer 29450 to the updated vendor account,1
Please update vendor bank details and send 1977,1
Reminder about the project planning meeting,0
Team lunch scheduled for Friday afternoon,0
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 22227 immediately,1
Please transfer 6232 to the updated vendor account,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 46266 immediately,1
I need an urgent payment of 46523 sent today,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 4632,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 18200 immediately,1
Please confirm receipt of this message,0
Transfer 40731 ASAP and confirm once completed,1
Please update vendor bank details and send 11438,1
Kindly wire 29468 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Hi finance team please urgently wire 11810 to the vendor account today,1
Invoice attached for last month's services,0
Please transfer 17943 to the updated vendor account,1
Confidential request: wire 5774 to the supplier today,1
Hi finance team please urgently wire 39369 to the vendor account today,1
Reminder to review the quarterly financial report,0
Transfer 42293 ASAP and confirm once completed,1
Invoice attached for last month's services,0
Kindly wire 5756 immediately I am currently in a meeting,1
Team lunch scheduled for Friday afternoon,0
Please schedule the team meeting for tomorrow,0
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Hi finance team please urgently wire 21426 to the vendor account today,1
Please review the attached document,0
Please transfer 33968 to the updated vendor account,1
Confidential request: wire 39396 to the supplier today,1
Hi finance team please urgently wire 2864 to the vendor account today,1
Please update vendor bank details and send 18408,1
Please transfer 14989 to the updated vendor account,1
Please review the attached document,0
Invoice attached for last month's services,0
Reminder to review the quarterly financial report,0
Please transfer 42143 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 44345,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 49541 immediately,1
Please transfer 19544 to the updated vendor account,1
This is the CEO. Process a transfer of 32071 immediately,1
Confidential request: wire 32752 to the supplier today,1
This is the CEO. Process a transfer of 35590 immediately,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Invoice attached for last month's services,0
This is the CEO. Process a transfer of 14226 immediately,1
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 41626,1
This is the CEO. Process a transfer of 12428 immediately,1
Team lunch scheduled for Friday afternoon,0
Confidential request: wire 17283 to the supplier today,1
Hi finance team please urgently wire 18844 to the vendor account today,1
I need an urgent payment of 47009 sent today,1
Transfer 18474 ASAP and confirm once completed,1
Kindly wire 21779 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Please update vendor bank details and send 5792,1
Please review the attached document,0
Reminder to review the quarterly financial report,0
Please review the attached document,0
This is the CEO. Process a transfer of 1946 immediately,1
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 44377 immediately,1
Hi finance team please urgently wire 1264 to the vendor account today,1
Please update vendor bank details and send 47258,1
This is the CEO. Process a transfer of 30859 immediately,1
Confidential request: wire 21063 to the supplier today,1
Please transfer 3931 to the updated vendor account,1
Invoice attached for last month's services,0
I need an urgent payment of 34878 sent today,1
Reminder to review the quarterly financial report,0
Hi finance team please urgently wire 11210 to the vendor account today,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
Confidential request: wire 26129 to the supplier today,1
Please transfer 39347 to the updated vendor account,1
Please confirm receipt of this message,0
Please transfer 25552 to the updated vendor account,1
Please update vendor bank details and send 49998,1
Please review the attached document,0
Hi finance team please urgently wire 17940 to the vendor account today,1
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 17248 sent today,1
Kindly wire 48144 immediately I am currently in a meeting,1
Kindly wire 12311 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
Invoice attached for last month's services,0
Transfer 43308 ASAP and confirm once completed,1
Hi finance team please urgently wire 35912 to the vendor account today,1
Please confirm receipt of this message,0
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Transfer 7737 ASAP and confirm once completed,1
Hi finance team please urgently wire 38766 to the vendor account today,1
Please update vendor bank details and send 49814,1
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 31931 sent today,1
This is the CEO. Process a transfer of 40599 immediately,1
I need an urgent payment of 38861 sent today,1
Hi finance team please urgently wire 43637 to the vendor account today,1
Please transfer 18054 to the updated vendor account,1
Please confirm receipt of this message,0
Please update vendor bank details and send 38341,1
Please transfer 46933 to the updated vendor account,1
This is the CEO. Process a transfer of 48549 immediately,1
Invoice attached for last month's services,0
Reminder about the project planning meeting,0
Confidential request: wire 20810 to the supplier today,1
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Transfer 8602 ASAP and confirm once completed,1
Confidential request: wire 16742 to the supplier today,1
This is the CEO. Process a transfer of 43740 immediately,1
Invoice attached for last month's services,0
Please confirm receipt of this message,0
Transfer 36842 ASAP and confirm once completed,1
I need an urgent payment of 41709 sent today,1
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Please review the attached document,0
Confidential request: wire 1201 to the supplier today,1
Confidential request: wire 47973 to the supplier today,1
Transfer 32257 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 20909 immediately,1
I need an urgent payment of 43631 sent today,1
Please transfer 48691 to the updated vendor account,1
Reminder about the project planning meeting,0
I need an urgent payment of 15393 sent today,1
Please update vendor bank details and send 13091,1
Hi finance team please urgently wire 46416 to the vendor account today,1
Confidential request: wire 9241 to the supplier today,1
Confidential request: wire 26090 to the supplier today,1
Reminder to review the quarterly financial report,0
Reminder to review the quarterly financial report,0
Please transfer 45432 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Confidential request: wire 37017 to the supplier today,1
Please transfer 6950 to the updated vendor account,1
This is the CEO. Process a transfer of 13851 immediately,1
Please transfer 1721 to the updated vendor account,1
Please review the attached document,0
Reminder about the project planning meeting,0
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 23944 sent today,1
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Confidential request: wire 30805 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
Please transfer 6218 to the updated vendor account,1
Confidential request: wire 12900 to the supplier today,1
Please review the attached document,0
Kindly wire 14488 immediately I am currently in a meeting,1
Please review the attached document,0
Please transfer 30834 to the updated vendor account,1
Confidential request: wire 13091 to the supplier today,1
Reminder about the project planning meeting,0
Please transfer 3624 to the updated vendor account,1
Hi finance team please urgently wire 10377 to the vendor account today,1
Invoice attached for last month's services,0
Kindly wire 37761 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
I need an urgent payment of 48363 sent today,1
Please update vendor bank details and send 47071,1
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Please transfer 12132 to the updated vendor account,1
Kindly wire 26485 immediately I am currently in a meeting,1
Transfer 5580 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 33735 immediately,1
Kindly wire 2983 immediately I am currently in a meeting,1
Please transfer 47724 to the updated vendor account,1
Transfer 47334 ASAP and confirm once completed,1
Please schedule the team meeting for tomorrow,0
This is the CEO. Process a transfer of 41477 immediately,1
This is the CEO. Process a transfer of 34348 immediately,1
Invoice attached for last month's services,0
Please update vendor bank details and send 44839,1
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 26198 immediately,1
I need an urgent payment of 28919 sent today,1
Invoice attached for last month's services,0
Let's discuss the budget updates in today's meeting,0
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Please update vendor bank details and send 29995,1
Kindly wire 18618 immediately I am currently in a meeting,1
Reminder about the project planning meeting,0
I need an urgent payment of 35315 sent today,1
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 45339 to the vendor account today,1
This is the CEO. Process a transfer of 15335 immediately,1
Kindly wire 41606 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
This is the CEO. Process a transfer of 6774 immediately,1
Kindly wire 6590 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 16314 immediately,1
Kindly wire 11354 immediately I am currently in a meeting,1
Hi finance team please urgently wire 40473 to the vendor account today,1
Hi finance team please urgently wire 43911 to the vendor account today,1
Kindly wire 26888 immediately I am currently in a meeting,1
This is the CEO. Process a transfer of 7693 immediately,1
This is the CEO. Process a transfer of 28653 immediately,1
This is the CEO. Process a transfer of 29923 immediately,1
Hi finance team please urgently wire 16994 to the vendor account today,1
Transfer 7977 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 6222 immediately,1
I need an urgent payment of 47681 sent today,1
Hi finance team please urgently wire 2291 to the vendor account today,1
Reminder to review the quarterly financial report,0
Confidential request: wire 49237 to the supplier today,1
This is the CEO. Process a transfer of 44378 immediately,1
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Transfer 6106 ASAP and confirm once completed,1
Please transfer 49538 to the updated vendor account,1
Reminder to review the quarterly financial report,0
Please transfer 20358 to the updated vendor account,1
Confidential request: wire 24060 to the supplier today,1
Transfer 41414 ASAP and confirm once completed,1
Transfer 42583 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Please transfer 32968 to the updated vendor account,1
Reminder about the project planning meeting,0
Kindly wire 40686 immediately I am currently in a meeting,1
Please update vendor bank details and send 17761,1
Please review the attached document,0
Please update vendor bank details and send 3245,1
Team lunch scheduled for Friday afternoon,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
I need an urgent payment of 42270 sent today,1
Reminder about the project planning meeting,0
Please transfer 49250 to the updated vendor account,1
Transfer 41788 ASAP and confirm once completed,1
Confidential request: wire 3623 to the supplier today,1
Please transfer 42615 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Please update vendor bank details and send 48544,1
Reminder about the project planning meeting,0
Invoice attached for last month's services,0
I need an urgent payment of 45635 sent today,1
This is the CEO. Process a transfer of 39344 immediately,1
Let's discuss the budget updates in today's meeting,0
Please schedule the team meeting for tomorrow,0
Reminder about the project planning meeting,0
Reminder to review the quarterly financial report,0
Reminder about the project planning meeting,0
Hi finance team please urgently wire 29465 to the vendor account today,1
Reminder about the project planning meeting,0
Please schedule the team meeting for tomorrow,0
Reminder to review the quarterly financial report,0
Team lunch scheduled for Friday afternoon,0
Please transfer 21686 to the updated vendor account,1
Please transfer 27874 to the updated vendor account,1
Please schedule the team meeting for tomorrow,0
Confidential request: wire 36621 to the supplier today,1
Reminder about the project planning meeting,0
Transfer 21411 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Confidential request: wire 25266 to the supplier today,1
Please schedule the team meeting for tomorrow,0
Team lunch scheduled for Friday afternoon,0
Hi finance team please urgently wire 7840 to the vendor account today,1
Confidential request: wire 20402 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
Transfer 31292 ASAP and confirm once completed,1
Please confirm receipt of this message,0
Please review the attached document,0
Let's discuss the budget updates in today's meeting,0
Please review the attached document,0
Team lunch scheduled for Friday afternoon,0
I need an urgent payment of 5604 sent today,1
Team lunch scheduled for Friday afternoon,0
Transfer 21734 ASAP and confirm once completed,1
Please update vendor bank details and send 19521,1
I need an urgent payment of 3714 sent today,1
Confidential request: wire 32789 to the supplier today,1
Hi finance team please urgently wire 29158 to the vendor account today,1
Please schedule the team meeting for tomorrow,0
Kindly wire 42909 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Team lunch scheduled for Friday afternoon,0
Let's discuss the budget updates in today's meeting,0
Transfer 39050 ASAP and confirm once completed,1
Kindly wire 11950 immediately I am currently in a meeting,1
Please transfer 18732 to the updated vendor account,1
Hi finance team please urgently wire 11551 to the vendor account today,1
Invoice attached for last month's services,0
Please schedule the team meeting for tomorrow,0
Invoice attached for last month's services,0
Kindly wire 15704 immediately I am currently in a meeting,1
Let's discuss the budget updates in today's meeting,0
I need an urgent payment of 31290 sent today,1
Let's discuss the budget updates in today's meeting,0
Please update vendor bank details and send 4645,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 49354 immediately,1
Team lunch scheduled for Friday afternoon,0
Invoice attached for last month's services,0
Kindly wire 24530 immediately I am currently in a meeting,1
Please update vendor bank details and send 47563,1
This is the CEO. Process a transfer of 14422 immediately,1
Transfer 14592 ASAP and confirm once completed,1
This is the CEO. Process a transfer of 14895 immediately,1
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 47878 immediately,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
Hi finance team please urgently wire 14967 to the vendor account today,1
Transfer 39840 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Team lunch scheduled for Friday afternoon,0
Confidential request: wire 44066 to the supplier today,1
Transfer 31711 ASAP and confirm once completed,1
Reminder to review the quarterly financial report,0
Confidential request: wire 15189 to the supplier today,1
Confidential request: wire 9742 to the supplier today,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 5607 immediately,1
Reminder about the project planning meeting,0
Transfer 31910 ASAP and confirm once completed,1
Please confirm receipt of this message,0
Kindly wire 40454 immediately I am currently in a meeting,1
Please confirm receipt of this message,0
Please review the attached document,0
Reminder to review the quarterly financial report,0
Confidential request: wire 12669 to the supplier today,1
Please update vendor bank details and send 38258,1
Hi finance team please urgently wire 18739 to the vendor account today,1
Please update vendor bank details and send 13171,1
Confidential request: wire 28077 to the supplier today,1
I need an urgent payment of 21338 sent today,1
Reminder about the project planning meeting,0
Please confirm receipt of this message,0
Let's discuss the budget updates in today's meeting,0
Please confirm receipt of this message,0
Please confirm receipt of this message,0
Please update vendor bank details and send 22082,1
I need an urgent payment of 34031 sent today,1
Let's discuss the budget updates in today's meeting,0
Transfer 6547 ASAP and confirm once completed,1
Let's discuss the budget updates in today's meeting,0
Reminder to review the quarterly financial report,0
This is the CEO. Process a transfer of 14546 immediately,1
Invoice attached for last month's services,0
Confidential request: wire 19578 to the supplier today,1
I need an urgent payment of 31163 sent today,1
Kindly wire 24276 immediately I am currently in a meeting,1
Confidential request: wire 17264 to the supplier today,1
This is the CEO. Process a transfer of 32453 immediately,1
Team lunch scheduled for Friday afternoon,0
This is the CEO. Process a transfer of 31547 immediately,1
Reminder about the project planning meeting,0
Let's discuss the budget updates in today's meeting,0
